area,perimeter,compactness
-17611.80333,-6252.996667,-388.82215
-17612.25333,-6253.156667,-388.8321
-17612.70333,-6253.316667,-388.84205
-17613.15333,-6253.476667,-388.852
-17613.60333,-6253.636667,-388.86195
-17614.05333,-6253.796667,-388.8719
-17614.50333,-6253.956667,-388.88185
-17614.95333,-6254.116667,-388.8918
-17615.40333,-6254.276667,-388.90175
-17615.85333,-6254.436667,-388.9117
-17616.30333,-6254.596667,-388.92165
-17616.75333,-6254.756667,-388.9316
-17617.20333,-6254.916667,-388.94155
-17617.65333,-6255.076667,-388.9515
-17618.10333,-6255.236667,-388.96145
-17618.55333,-6255.396667,-388.9714
-17619.00333,-6255.556667,-388.98135
-17619.45333,-6255.716667,-388.9913
-17619.90333,-6255.876667,-389.00125
-17620.35333,-6256.036667,-389.0112
-17620.80333,-6256.196667,-389.02115
-17621.25333,-6256.356667,-389.0311
-17621.70333,-6256.516667,-389.04105
-17622.15333,-6256.676667,-389.051
-17622.60333,-6256.836667,-389.06095
-17623.05333,-6256.996667,-389.0709
-17623.50333,-6257.156667,-389.08085
-17623.95333,-6257.316667,-389.0908
-17624.40333,-6257.476667,-389.10075
-17624.85333,-6257.636667,-389.1107
-17625.30333,-6257.796667,-389.12065
-17625.75333,-6257.956667,-389.1306
-17626.20333,-6258.116667,-389.14055
-17626.65333,-6258.276667,-389.1505
-17627.10333,-6258.436667,-389.16045
-17627.55333,-6258.596667,-389.1704
-17628.00333,-6258.756667,-389.18035
-17628.45333,-6258.916667,-389.1903
-17628.90333,-6259.076667,-389.20025
-17629.35333,-6259.236667,-389.2102
-17629.80333,-6259.396667,-389.22015
-17630.25333,-6259.556667,-389.2301
-17630.70333,-6259.716667,-389.24005
-17631.15333,-6259.876667,-389.25
-17631.60333,-6260.036667,-389.25995
-17632.05333,-6260.196667,-389.2699
-17632.50333,-6260.356667,-389.27985
-17632.95333,-6260.516667,-389.2898
-17633.40333,-6260.676667,-389.29975
-17633.85333,-6260.836667,-389.3097
-17634.30333,-6260.996667,-389.31965
-17634.75333,-6261.156667,-389.3296
-17635.20333,-6261.316667,-389.33955
-17635.65333,-6261.476667,-389.3495
-17636.10333,-6261.636667,-389.35945
-17636.55333,-6261.796667,-389.3694
-17637.00333,-6261.956667,-389.37935
-17637.45333,-6262.116667,-389.3893
-17637.90333,-6262.276667,-389.39925
-17638.35333,-6262.436667,-389.4092
-17638.80333,-6262.596667,-389.41915
-17639.25333,-6262.756667,-389.4291
-17639.70333,-6262.916667,-389.43905
-17640.15333,-6263.076667,-389.449
-17640.60333,-6263.236667,-389.45895
-17641.05333,-6263.396667,-389.4689
-17641.50333,-6263.556667,-389.47885
-17641.95333,-6263.716667,-389.4888
-17642.40333,-6263.876667,-389.49875
-17642.85333,-6264.036667,-389.5087
-17643.30333,-6264.196667,-389.51865
-17643.75333,-6264.356667,-389.5286
-17644.20333,-6264.516667,-389.53855
-17644.65333,-6264.676667,-389.5485
-17645.10333,-6264.836667,-389.55845
-17645.55333,-6264.996667,-389.5684
-17646.00333,-6265.156667,-389.57835
-17646.45333,-6265.316667,-389.5883
-17646.90333,-6265.476667,-389.59825
-17647.35333,-6265.636667,-389.6082
-17647.80333,-6265.796667,-389.61815
-17648.25333,-6265.956667,-389.6281
-17648.70333,-6266.116667,-389.63805
-17649.15333,-6266.276667,-389.648
-17649.60333,-6266.436667,-389.65795
-17650.05333,-6266.596667,-389.6679
-17650.50333,-6266.756667,-389.67785
-17650.95333,-6266.916667,-389.6878
-17651.40333,-6267.076667,-389.69775
-17651.85333,-6267.236667,-389.7077
-17652.30333,-6267.396667,-389.71765
-17652.75333,-6267.556667,-389.7276
-17653.20333,-6267.716667,-389.73755
-17653.65333,-6267.876667,-389.7475
-17654.10333,-6268.036667,-389.75745
-17654.55333,-6268.196667,-389.7674
-17655.00333,-6268.356667,-389.77735
-17655.45333,-6268.516667,-389.7873
-17655.90333,-6268.676667,-389.79725
-17656.35333,-6268.836667,-389.8072
-17656.80333,-6268.996667,-389.81715
-17657.25333,-6269.156667,-389.8271
-17657.70333,-6269.316667,-389.83705
-17658.15333,-6269.476667,-389.847
-17658.60333,-6269.636667,-389.85695
-17659.05333,-6269.796667,-389.8669
-17659.50333,-6269.956667,-389.87685
-17659.95333,-6270.116667,-389.8868
-17660.40333,-6270.276667,-389.89675
-17660.85333,-6270.436667,-389.9067
-17661.30333,-6270.596667,-389.91665
-17661.75333,-6270.756667,-389.9266
-17662.20333,-6270.916667,-389.93655
-17662.65333,-6271.076667,-389.9465
-17663.10333,-6271.236667,-389.95645
-17663.55333,-6271.396667,-389.9664
-17664.00333,-6271.556667,-389.97635
-17664.45333,-6271.716667,-389.9863
-17664.90333,-6271.876667,-389.99625
-17665.35333,-6272.036667,-390.0062
-17665.80333,-6272.196667,-390.01615
-17666.25333,-6272.356667,-390.0261
-17666.70333,-6272.516667,-390.03605
-17667.15333,-6272.676667,-390.046
-17667.60333,-6272.836667,-390.05595
-17668.05333,-6272.996667,-390.0659
-17668.50333,-6273.156667,-390.07585
-17668.95333,-6273.316667,-390.0858
-17669.40333,-6273.476667,-390.09575
-17669.85333,-6273.636667,-390.1057
-17670.30333,-6273.796667,-390.11565
-17670.75333,-6273.956667,-390.1256
-17671.20333,-6274.116667,-390.13555
-17671.65333,-6274.276667,-390.1455
-17672.10333,-6274.436667,-390.15545
-17672.55333,-6274.596667,-390.1654
-17673.00333,-6274.756667,-390.17535
-17673.45333,-6274.916667,-390.1853
-17673.90333,-6275.076667,-390.19525
-17674.35333,-6275.236667,-390.2052
-17674.80333,-6275.396667,-390.21515
-17675.25333,-6275.556667,-390.2251
-17675.70333,-6275.716667,-390.23505
-17676.15333,-6275.876667,-390.245
-17676.60333,-6276.036667,-390.25495
-17677.05333,-6276.196667,-390.2649
-17677.50333,-6276.356667,-390.27485
-17677.95333,-6276.516667,-390.2848
-17678.40333,-6276.676667,-390.29475
-17678.85333,-6276.836667,-390.3047
-17679.30333,-6276.996667,-390.31465
-17679.75333,-6277.156667,-390.3246
-17680.20333,-6277.316667,-390.33455
-17680.65333,-6277.476667,-390.3445
-17681.10333,-6277.636667,-390.35445
-17681.55333,-6277.796667,-390.3644
-17682.00333,-6277.956667,-390.37435
-17682.45333,-6278.116667,-390.3843
-17682.90333,-6278.276667,-390.39425
-17683.35333,-6278.436667,-390.4042
-17683.80333,-6278.596667,-390.41415
-17684.25333,-6278.756667,-390.4241
-17684.70333,-6278.916667,-390.43405
-17685.15333,-6279.076667,-390.444
-17685.60333,-6279.236667,-390.45395
-17686.05333,-6279.396667,-390.4639
-17686.50333,-6279.556667,-390.47385
-17686.95333,-6279.716667,-390.4838
-17687.40333,-6279.876667,-390.49375
-17687.85333,-6280.036667,-390.5037
-17688.30333,-6280.196667,-390.51365
-17688.75333,-6280.356667,-390.5236
-17689.20333,-6280.516667,-390.53355
-17689.65333,-6280.676667,-390.5435
-17690.10333,-6280.836667,-390.55345
-17690.55333,-6280.996667,-390.5634
-17691.00333,-6281.156667,-390.57335
-17691.45333,-6281.316667,-390.5833
-17691.90333,-6281.476667,-390.59325
-17692.35333,-6281.636667,-390.6032
-17692.80333,-6281.796667,-390.61315
-17693.25333,-6281.956667,-390.6231
-17693.70333,-6282.116667,-390.63305
-17694.15333,-6282.276667,-390.643
-17694.60333,-6282.436667,-390.65295
-17695.05333,-6282.596667,-390.6629
-17695.50333,-6282.756667,-390.67285
-17695.95333,-6282.916667,-390.6828
-17696.40333,-6283.076667,-390.69275
-17696.85333,-6283.236667,-390.7027
-17697.30333,-6283.396667,-390.71265
-17697.75333,-6283.556667,-390.7226
-17698.20333,-6283.716667,-390.73255
-17698.65333,-6283.876667,-390.7425
-17699.10333,-6284.036667,-390.75245
-17699.55333,-6284.196667,-390.7624
-17700.00333,-6284.356667,-390.77235
-17700.45333,-6284.516667,-390.7823
-17700.90333,-6284.676667,-390.79225
-17701.35333,-6284.836667,-390.8022
-17701.80333,-6284.996667,-390.81215
-17702.25333,-6285.156667,-390.8221
-17702.70333,-6285.316667,-390.83205
-17703.15333,-6285.476667,-390.842
-17703.60333,-6285.636667,-390.85195
-17704.05333,-6285.796667,-390.8619
-17704.50333,-6285.956667,-390.87185
-17704.95333,-6286.116667,-390.8818
-17705.40333,-6286.276667,-390.89175
-17705.85333,-6286.436667,-390.9017
-17706.30333,-6286.596667,-390.91165
-17706.75333,-6286.756667,-390.9216
-17707.20333,-6286.916667,-390.93155
-17707.65333,-6287.076667,-390.9415
-17708.10333,-6287.236667,-390.95145
-17708.55333,-6287.396667,-390.9614
-17709.00333,-6287.556667,-390.97135
-17709.45333,-6287.716667,-390.9813
-17709.90333,-6287.876667,-390.99125
-17710.35333,-6288.036667,-391.0012
-17710.80333,-6288.196667,-391.01115
-17711.25333,-6288.356667,-391.0211
-17711.70333,-6288.516667,-391.03105
-17712.15333,-6288.676667,-391.041
-17712.60333,-6288.836667,-391.05095
-17713.05333,-6288.996667,-391.0609
-17713.50333,-6289.156667,-391.07085
-17713.95333,-6289.316667,-391.0808
-17714.40333,-6289.476667,-391.09075
-17714.85333,-6289.636667,-391.1007
-17715.30333,-6289.796667,-391.11065
-17715.75333,-6289.956667,-391.1206
-17716.20333,-6290.116667,-391.13055
-17716.65333,-6290.276667,-391.1405
-17717.10333,-6290.436667,-391.15045
-17717.55333,-6290.596667,-391.1604
-17718.00333,-6290.756667,-391.17035
-17718.45333,-6290.916667,-391.1803
-17718.90333,-6291.076667,-391.19025
-17719.35333,-6291.236667,-391.2002
-17719.80333,-6291.396667,-391.21015
-17720.25333,-6291.556667,-391.2201
-17720.70333,-6291.716667,-391.23005
-17721.15333,-6291.876667,-391.24
-17721.60333,-6292.036667,-391.24995
-17722.05333,-6292.196667,-391.2599
-17722.50333,-6292.356667,-391.26985
-17722.95333,-6292.516667,-391.2798
-17723.40333,-6292.676667,-391.28975
-17723.85333,-6292.836667,-391.2997
-17724.30333,-6292.996667,-391.30965
-17724.75333,-6293.156667,-391.3196
-17725.20333,-6293.316667,-391.32955
-17725.65333,-6293.476667,-391.3395
-17726.10333,-6293.636667,-391.34945
-17726.55333,-6293.796667,-391.3594
-17727.00333,-6293.956667,-391.36935
-17727.45333,-6294.116667,-391.3793
-17727.90333,-6294.276667,-391.38925
-17728.35333,-6294.436667,-391.3992
-17728.80333,-6294.596667,-391.40915
-17729.25333,-6294.756667,-391.4191
-17729.70333,-6294.916667,-391.42905
-17730.15333,-6295.076667,-391.439
-17730.60333,-6295.236667,-391.44895
-17731.05333,-6295.396667,-391.4589
-17731.50333,-6295.556667,-391.46885
-17731.95333,-6295.716667,-391.4788
-17732.40333,-6295.876667,-391.48875
-17732.85333,-6296.036667,-391.4987
-17733.30333,-6296.196667,-391.50865
-17733.75333,-6296.356667,-391.5186
-17734.20333,-6296.516667,-391.52855
-17734.65333,-6296.676667,-391.5385
-17735.10333,-6296.836667,-391.54845
-17735.55333,-6296.996667,-391.5584
-17736.00333,-6297.156667,-391.56835
-17736.45333,-6297.316667,-391.5783
-17736.90333,-6297.476667,-391.58825
-17737.35333,-6297.636667,-391.5982
-17737.80333,-6297.796667,-391.60815
-17738.25333,-6297.956667,-391.6181
-17738.70333,-6298.116667,-391.62805
-17739.15333,-6298.276667,-391.638
-17739.60333,-6298.436667,-391.64795
-17740.05333,-6298.596667,-391.6579
-17740.50333,-6298.756667,-391.66785
-17740.95333,-6298.916667,-391.6778
-17741.40333,-6299.076667,-391.68775
-17741.85333,-6299.236667,-391.6977
-17742.30333,-6299.396667,-391.70765
-17742.75333,-6299.556667,-391.7176
-17743.20333,-6299.716667,-391.72755
-17743.65333,-6299.876667,-391.7375
-17744.10333,-6300.036667,-391.74745
-17744.55333,-6300.196667,-391.7574
-17745.00333,-6300.356667,-391.76735
-17745.45333,-6300.516667,-391.7773
-17745.90333,-6300.676667,-391.78725
-17746.35333,-6300.836667,-391.7972
-17746.80333,-6300.996667,-391.80715
-17747.25333,-6301.156667,-391.8171
-17747.70333,-6301.316667,-391.82705
-17748.15333,-6301.476667,-391.837
-17748.60333,-6301.636667,-391.84695
-17749.05333,-6301.796667,-391.8569
-17749.50333,-6301.956667,-391.86685
-17749.95333,-6302.116667,-391.8768
-17750.40333,-6302.276667,-391.88675
-17750.85333,-6302.436667,-391.8967
-17751.30333,-6302.596667,-391.90665
-17751.75333,-6302.756667,-391.9166
-17752.20333,-6302.916667,-391.92655
-17752.65333,-6303.076667,-391.9365
-17753.10333,-6303.236667,-391.94645
-17753.55333,-6303.396667,-391.9564
-17754.00333,-6303.556667,-391.96635
-17754.45333,-6303.716667,-391.9763
-17754.90333,-6303.876667,-391.98625
-17755.35333,-6304.036667,-391.9962
-17755.80333,-6304.196667,-392.00615
-17756.25333,-6304.356667,-392.0161
-17756.70333,-6304.516667,-392.02605
-17757.15333,-6304.676667,-392.036
-17757.60333,-6304.836667,-392.04595
-17758.05333,-6304.996667,-392.0559
-17758.50333,-6305.156667,-392.06585
-17758.95333,-6305.316667,-392.0758
-17759.40333,-6305.476667,-392.08575
-17759.85333,-6305.636667,-392.0957
-17760.30333,-6305.796667,-392.10565
-17760.75333,-6305.956667,-392.1156
-17761.20333,-6306.116667,-392.12555
-17761.65333,-6306.276667,-392.1355
-17762.10333,-6306.436667,-392.14545
-17762.55333,-6306.596667,-392.1554
-17763.00333,-6306.756667,-392.16535
-17763.45333,-6306.916667,-392.1753
-17763.90333,-6307.076667,-392.18525
-17764.35333,-6307.236667,-392.1952
-17764.80333,-6307.396667,-392.20515
-17765.25333,-6307.556667,-392.2151
-17765.70333,-6307.716667,-392.22505
-17766.15333,-6307.876667,-392.235
-17766.60333,-6308.036667,-392.24495
-17767.05333,-6308.196667,-392.2549
-17767.50333,-6308.356667,-392.26485
-17767.95333,-6308.516667,-392.2748
-17768.40333,-6308.676667,-392.28475
-17768.85333,-6308.836667,-392.2947
-17769.30333,-6308.996667,-392.30465
-17769.75333,-6309.156667,-392.3146
-17770.20333,-6309.316667,-392.32455
-17770.65333,-6309.476667,-392.3345
-17771.10333,-6309.636667,-392.34445
-17771.55333,-6309.796667,-392.3544
-17772.00333,-6309.956667,-392.36435
-17772.45333,-6310.116667,-392.3743
-17772.90333,-6310.276667,-392.38425
-17773.35333,-6310.436667,-392.3942
-17773.80333,-6310.596667,-392.40415
-17774.25333,-6310.756667,-392.4141
-17774.70333,-6310.916667,-392.42405
-17775.15333,-6311.076667,-392.434
-17775.60333,-6311.236667,-392.44395
-17776.05333,-6311.396667,-392.4539
-17776.50333,-6311.556667,-392.46385
-17776.95333,-6311.716667,-392.4738
-17777.40333,-6311.876667,-392.48375
-17777.85333,-6312.036667,-392.4937
-17778.30333,-6312.196667,-392.50365
-17778.75333,-6312.356667,-392.5136
-17779.20333,-6312.516667,-392.52355
-17779.65333,-6312.676667,-392.5335
-17780.10333,-6312.836667,-392.54345
-17780.55333,-6312.996667,-392.5534
-17781.00333,-6313.156667,-392.56335
-17781.45333,-6313.316667,-392.5733
-17781.90333,-6313.476667,-392.58325
-17782.35333,-6313.636667,-392.5932
-17782.80333,-6313.796667,-392.60315
-17783.25333,-6313.956667,-392.6131
-17783.70333,-6314.116667,-392.62305
-17784.15333,-6314.276667,-392.633
-17784.60333,-6314.436667,-392.64295
-17785.05333,-6314.596667,-392.6529
-17785.50333,-6314.756667,-392.66285
-17785.95333,-6314.916667,-392.6728
-17786.40333,-6315.076667,-392.68275
-17786.85333,-6315.236667,-392.6927
-17787.30333,-6315.396667,-392.70265
-17787.75333,-6315.556667,-392.7126
-17788.20333,-6315.716667,-392.72255
-17788.65333,-6315.876667,-392.7325
-17789.10333,-6316.036667,-392.74245
-17789.55333,-6316.196667,-392.7524
-17790.00333,-6316.356667,-392.76235
-17790.45333,-6316.516667,-392.7723
-17790.90333,-6316.676667,-392.78225
-17791.35333,-6316.836667,-392.7922
-17791.80333,-6316.996667,-392.80215
-17792.25333,-6317.156667,-392.8121
-17792.70333,-6317.316667,-392.82205
-17793.15333,-6317.476667,-392.832
-17793.60333,-6317.636667,-392.84195
-17794.05333,-6317.796667,-392.8519
-17794.50333,-6317.956667,-392.86185
-17794.95333,-6318.116667,-392.8718
-17795.40333,-6318.276667,-392.88175
-17795.85333,-6318.436667,-392.8917
-17796.30333,-6318.596667,-392.90165
-17796.75333,-6318.756667,-392.9116
-17797.20333,-6318.916667,-392.92155
-17797.65333,-6319.076667,-392.9315
-17798.10333,-6319.236667,-392.94145
-17798.55333,-6319.396667,-392.9514
-17799.00333,-6319.556667,-392.96135
-17799.45333,-6319.716667,-392.9713
-17799.90333,-6319.876667,-392.98125
-17800.35333,-6320.036667,-392.9912
-17800.80333,-6320.196667,-393.00115
-17801.25333,-6320.356667,-393.0111
-17801.70333,-6320.516667,-393.02105
-17802.15333,-6320.676667,-393.031
-17802.60333,-6320.836667,-393.04095
-17803.05333,-6320.996667,-393.0509
-17803.50333,-6321.156667,-393.06085
-17803.95333,-6321.316667,-393.0708
-17804.40333,-6321.476667,-393.08075
-17804.85333,-6321.636667,-393.0907
-17805.30333,-6321.796667,-393.10065
-17805.75333,-6321.956667,-393.1106
-17806.20333,-6322.116667,-393.12055
-17806.65333,-6322.276667,-393.1305
-17807.10333,-6322.436667,-393.14045
-17807.55333,-6322.596667,-393.1504
-17808.00333,-6322.756667,-393.16035
-17808.45333,-6322.916667,-393.1703
-17808.90333,-6323.076667,-393.18025
-17809.35333,-6323.236667,-393.1902
-17809.80333,-6323.396667,-393.20015
-17810.25333,-6323.556667,-393.2101
-17810.70333,-6323.716667,-393.22005
-17811.15333,-6323.876667,-393.23
-17811.60333,-6324.036667,-393.23995
-17812.05333,-6324.196667,-393.2499
-17812.50333,-6324.356667,-393.25985
-17812.95333,-6324.516667,-393.2698
-17813.40333,-6324.676667,-393.27975
-17813.85333,-6324.836667,-393.2897
-17814.30333,-6324.996667,-393.29965
-17814.75333,-6325.156667,-393.3096
-17815.20333,-6325.316667,-393.31955
-17815.65333,-6325.476667,-393.3295
-17816.10333,-6325.636667,-393.33945
-17816.55333,-6325.796667,-393.3494
-17817.00333,-6325.956667,-393.35935
-17817.45333,-6326.116667,-393.3693
-17817.90333,-6326.276667,-393.37925
-17818.35333,-6326.436667,-393.3892
-17818.80333,-6326.596667,-393.39915
-17819.25333,-6326.756667,-393.4091
-17819.70333,-6326.916667,-393.41905
-17820.15333,-6327.076667,-393.429
-17820.60333,-6327.236667,-393.43895
-17821.05333,-6327.396667,-393.4489
-17821.50333,-6327.556667,-393.45885
-17821.95333,-6327.716667,-393.4688
-17822.40333,-6327.876667,-393.47875
-17822.85333,-6328.036667,-393.4887
-17823.30333,-6328.196667,-393.49865
-17823.75333,-6328.356667,-393.5086
-17824.20333,-6328.516667,-393.51855
-17824.65333,-6328.676667,-393.5285
-17825.10333,-6328.836667,-393.53845
-17825.55333,-6328.996667,-393.5484
-17826.00333,-6329.156667,-393.55835
-17826.45333,-6329.316667,-393.5683
-17826.90333,-6329.476667,-393.57825
-17827.35333,-6329.636667,-393.5882
-17827.80333,-6329.796667,-393.59815
-17828.25333,-6329.956667,-393.6081
-17828.70333,-6330.116667,-393.61805
-17829.15333,-6330.276667,-393.628
-17829.60333,-6330.436667,-393.63795
-17830.05333,-6330.596667,-393.6479
-17830.50333,-6330.756667,-393.65785
-17830.95333,-6330.916667,-393.6678
-17831.40333,-6331.076667,-393.67775
-17831.85333,-6331.236667,-393.6877
-17832.30333,-6331.396667,-393.69765
-17832.75333,-6331.556667,-393.7076
-17833.20333,-6331.716667,-393.71755
-17833.65333,-6331.876667,-393.7275
-17834.10333,-6332.036667,-393.73745
-17834.55333,-6332.196667,-393.7474
-17835.00333,-6332.356667,-393.75735
-17835.45333,-6332.516667,-393.7673
-17835.90333,-6332.676667,-393.77725
-17836.35333,-6332.836667,-393.7872
-17836.80333,-6332.996667,-393.79715
-17837.25333,-6333.156667,-393.8071
-17837.70333,-6333.316667,-393.81705
-17838.15333,-6333.476667,-393.827
-17838.60333,-6333.636667,-393.83695
-17839.05333,-6333.796667,-393.8469
-17839.50333,-6333.956667,-393.85685
-17839.95333,-6334.116667,-393.8668
-17840.40333,-6334.276667,-393.87675
-17840.85333,-6334.436667,-393.8867
-17841.30333,-6334.596667,-393.89665
-17841.75333,-6334.756667,-393.9066
-17842.20333,-6334.916667,-393.91655
-17842.65333,-6335.076667,-393.9265
-17843.10333,-6335.236667,-393.93645
-17843.55333,-6335.396667,-393.9464
-17844.00333,-6335.556667,-393.95635
-17844.45333,-6335.716667,-393.9663
-17844.90333,-6335.876667,-393.97625
-17845.35333,-6336.036667,-393.9862
-17845.80333,-6336.196667,-393.99615
-17846.25333,-6336.356667,-394.0061
-17846.70333,-6336.516667,-394.01605
-17847.15333,-6336.676667,-394.026
-17847.60333,-6336.836667,-394.03595
-17848.05333,-6336.996667,-394.0459
-17848.50333,-6337.156667,-394.05585
-17848.95333,-6337.316667,-394.0658
-17849.40333,-6337.476667,-394.07575
-17849.85333,-6337.636667,-394.0857
-17850.30333,-6337.796667,-394.09565
-17850.75333,-6337.956667,-394.1056
-17851.20333,-6338.116667,-394.11555
-17851.65333,-6338.276667,-394.1255
